Target_genes	Nfya|Average	SRX12799800|Acute_myeloid_leukemia	SRX12799801|Acute_myeloid_leukemia	SRX032472|ES_cells	SRX032473|ES_cells	SRX518333|ES_cells	SRX032482|mESC_derived_neural_cells	SRX032483|mESC_derived_neural_cells	SRX032491|Neurons	SRX032492|Neurons	STRING
Rbck1	111.555556	426	578	0	0	0	0	0	0	0	0
Zfp787	111.444444	547	456	0	0	0	0	0	0	0	0
Commd3	111.444444	482	521	0	0	0	0	0	0	0	0
Bmi1	111.444444	482	521	0	0	0	0	0	0	0	0
Trmt44	111.333333	284	517	0	0	0	0	0	201	0	0
Kdm6b	111.333333	234	511	0	0	257	0	0	0	0	0
Bin3	111.333333	498	504	0	0	0	0	0	0	0	0
Tpcn2	111.111111	248	542	0	0	210	0	0	0	0	0
Rabgap1l	111.111111	469	531	0	0	0	0	0	0	0	0
Map2k2	111.111111	587	413	0	0	0	0	0	0	0	0
Trim28	111.000000	486	513	0	0	0	0	0	0	0	0
Nfatc1	111.000000	550	449	0	0	0	0	0	0	0	0
Gnb2	111.000000	368	472	0	0	159	0	0	0	0	0
Creb1	111.000000	301	288	0	0	0	0	0	219	191	0
Xpo7	110.888889	561	437	0	0	0	0	0	0	0	0
Uevld	110.888889	511	487	0	0	0	0	0	0	0	0
Ubtf	110.888889	640	358	0	0	0	0	0	0	0	0
Sass6	110.888889	309	689	0	0	0	0	0	0	0	0
Ddx55	110.888889	494	504	0	0	0	0	0	0	0	0
Cdkn1a	110.888889	476	522	0	0	0	0	0	0	0	0
8030462N17Rik	110.888889	397	601	0	0	0	0	0	0	0	0
Zfp799	110.777778	97	407	0	0	203	0	0	144	146	0
Zfp78	110.777778	496	501	0	0	0	0	0	0	0	0
Ski	110.777778	572	425	0	0	0	0	0	0	0	0
Chuk	110.777778	384	613	0	0	0	0	0	0	0	0
Zcchc7	110.666667	415	444	0	0	137	0	0	0	0	0
St6galnac4	110.666667	669	327	0	0	0	0	0	0	0	0
Spast	110.666667	558	438	0	0	0	0	0	0	0	0
Ercc5	110.666667	335	661	0	0	0	0	0	0	0	0
Dmac1	110.666667	475	521	0	0	0	0	0	0	0	0
Smg7	110.555556	439	337	0	0	219	0	0	0	0	0
Ndfip1	110.555556	568	427	0	0	0	0	0	0	0	0
Mark4	110.555556	528	467	0	0	0	0	0	0	0	0
Kctd18	110.555556	534	461	0	0	0	0	0	0	0	0
H13	110.555556	523	472	0	0	0	0	0	0	0	0
Exoc3l2	110.555556	528	467	0	0	0	0	0	0	0	0
Dnajc21	110.555556	453	542	0	0	0	0	0	0	0	0
Psmg4	110.444444	513	481	0	0	0	0	0	0	0	0
Taf2	110.333333	419	574	0	0	0	0	0	0	0	0
Serbp1	110.333333	370	454	0	0	169	0	0	0	0	0
Tmem181a	110.222222	413	372	0	0	207	0	0	0	0	0
Tbc1d17	110.222222	235	326	0	0	0	0	0	207	224	0
Mrps30	110.222222	167	426	0	0	241	0	0	158	0	0
Akt1s1	110.222222	235	326	0	0	0	0	0	207	224	0
Setd4	110.111111	492	499	0	0	0	0	0	0	0	0
Otud4	110.111111	414	577	0	0	0	0	0	0	0	0
Gabarapl2	110.111111	436	555	0	0	0	0	0	0	0	0
Cbr1	110.111111	492	499	0	0	0	0	0	0	0	0
Tesmin	110.000000	465	366	0	0	159	0	0	0	0	0
Slc39a10	110.000000	467	523	0	0	0	0	0	0	0	0
Rbm25	110.000000	308	491	0	0	191	0	0	0	0	0
Nudcd1	110.000000	254	528	0	0	208	0	0	0	0	0
Mark2	110.000000	404	586	0	0	0	0	0	0	0	0
Icosl	110.000000	288	220	0	0	482	0	0	0	0	0
Eny2	110.000000	254	528	0	0	208	0	0	0	0	0
Clk3	110.000000	505	485	0	0	0	0	0	0	0	0
Tatdn1	109.888889	501	488	0	0	0	0	0	0	0	0
Npepps	109.888889	622	367	0	0	0	0	0	0	0	0
Ndufb9	109.888889	501	488	0	0	0	0	0	0	0	0
Ctc1	109.888889	121	332	0	0	367	0	0	169	0	0
Ttc13	109.777778	486	502	0	0	0	0	0	0	0	0
Tmed3	109.777778	393	430	0	0	0	0	0	165	0	0
N4bp1	109.777778	478	410	0	0	100	0	0	0	0	0
Mettl22	109.777778	266	539	0	0	0	0	0	183	0	0
Arv1	109.777778	486	502	0	0	0	0	0	0	0	0
Mrps18a	109.666667	476	511	0	0	0	0	0	0	0	0
Bbc3	109.666667	594	393	0	0	0	0	0	0	0	0
Tmem158	109.555556	606	380	0	0	0	0	0	0	0	0
Mta2	109.555556	488	340	0	0	158	0	0	0	0	0
Klhl21	109.555556	699	287	0	0	0	0	0	0	0	0
Tsc1	109.444444	455	530	0	0	0	0	0	0	0	0
Nudcd3	109.444444	356	629	0	0	0	0	0	0	0	0
Elovl6	109.444444	133	445	0	0	258	0	0	149	0	0
Echdc3	109.444444	430	555	0	0	0	0	0	0	0	0
Cdc73	109.444444	504	481	0	0	0	0	0	0	0	0
Rpl30	109.333333	393	591	0	0	0	0	0	0	0	0
Rell2	109.333333	447	537	0	0	0	0	0	0	0	0
Med14	109.333333	596	388	0	0	0	0	0	0	0	0
Mapkbp1	109.333333	386	598	0	0	0	0	0	0	0	0
Lrrc63	109.333333	471	513	0	0	0	0	0	0	0	0
Lipt2	109.333333	520	464	0	0	0	0	0	0	0	0
Lcp1	109.333333	471	513	0	0	0	0	0	0	0	0
Inf2	109.333333	552	432	0	0	0	0	0	0	0	0
Hs1bp3	109.333333	496	488	0	0	0	0	0	0	0	0
Hdac3	109.333333	447	537	0	0	0	0	0	0	0	0
Gse1	109.333333	525	459	0	0	0	0	0	0	0	0
Fxr1	109.111111	483	499	0	0	0	0	0	0	0	0
Atp5o	109.111111	465	310	0	0	0	0	0	0	207	0
Mrpl27	109.000000	423	558	0	0	0	0	0	0	0	0
Eme1	109.000000	423	558	0	0	0	0	0	0	0	0
Eed	108.888889	589	391	0	0	0	0	0	0	0	0
Ccp110	108.888889	401	579	0	0	0	0	0	0	0	0
Usp31	108.777778	478	501	0	0	0	0	0	0	0	0
Tmem251	108.777778	406	573	0	0	0	0	0	0	0	0
Moap1	108.777778	406	573	0	0	0	0	0	0	0	0
Mak16	108.777778	387	592	0	0	0	0	0	0	0	0
Terf2ip	108.666667	364	614	0	0	0	0	0	0	0	0
Surf6	108.666667	329	649	0	0	0	0	0	0	0	0
Rela	108.666667	367	611	0	0	0	0	0	0	0	0
Rad50	108.666667	414	564	0	0	0	0	0	0	0	0
Polr3g	108.666667	452	526	0	0	0	0	0	0	0	0
Mblac2	108.666667	452	526	0	0	0	0	0	0	0	0
Kars	108.666667	364	614	0	0	0	0	0	0	0	0
Herc1	108.666667	427	551	0	0	0	0	0	0	0	0
Raf1	108.555556	462	515	0	0	0	0	0	0	0	0
Trappc5	108.444444	525	451	0	0	0	0	0	0	0	0
Ogdhl	108.444444	573	227	0	0	176	0	0	0	0	0
Fcor	108.444444	525	451	0	0	0	0	0	0	0	0
Zfp983	108.333333	464	511	0	0	0	0	0	0	0	0
Rhot2	108.333333	413	562	0	0	0	0	0	0	0	0
Ptger4	108.333333	479	496	0	0	0	0	0	0	0	0
Pstk	108.333333	422	553	0	0	0	0	0	0	0	0
Mob1b	108.333333	447	528	0	0	0	0	0	0	0	0
Gosr1	108.333333	461	514	0	0	0	0	0	0	0	0
Dnaaf2	108.333333	498	477	0	0	0	0	0	0	0	0
Cox7a1	108.333333	317	416	0	0	242	0	0	0	0	0
Slc35f6	108.222222	370	604	0	0	0	0	0	0	0	0
Slc35a1	108.222222	580	394	0	0	0	0	0	0	0	0
Pfdn2	108.222222	469	505	0	0	0	0	0	0	0	0
Nit1	108.222222	469	505	0	0	0	0	0	0	0	0
1190007I07Rik	108.222222	324	650	0	0	0	0	0	0	0	0
Zfp715	108.111111	426	547	0	0	0	0	0	0	0	0
Topors	108.111111	353	620	0	0	0	0	0	0	0	0
Spg20	108.111111	403	570	0	0	0	0	0	0	0	0
Smim27	108.111111	353	620	0	0	0	0	0	0	0	0
P2rx4	108.111111	405	568	0	0	0	0	0	0	0	0
Nceh1	108.111111	235	605	0	0	133	0	0	0	0	0
Celf1	108.111111	525	448	0	0	0	0	0	0	0	0
Tlnrd1	108.000000	498	474	0	0	0	0	0	0	0	0
Zbtb22	107.888889	117	327	0	0	369	0	0	158	0	0
Tbc1d16	107.888889	644	327	0	0	0	0	0	0	0	0
Tapbp	107.888889	117	327	0	0	369	0	0	158	0	0
Mgst3	107.888889	545	426	0	0	0	0	0	0	0	0
Jak2	107.888889	461	510	0	0	0	0	0	0	0	0
H4c4	107.888889	188	174	0	0	448	0	0	161	0	0
Dhx33	107.888889	364	495	0	0	0	0	0	112	0	0
Ctsc	107.888889	588	383	0	0	0	0	0	0	0	0
Ccdc40	107.888889	644	327	0	0	0	0	0	0	0	0
Unc119b	107.777778	588	382	0	0	0	0	0	0	0	0
Snrpb	107.777778	463	507	0	0	0	0	0	0	0	0
Sh3bgrl3	107.777778	435	535	0	0	0	0	0	0	0	0
Nlrp10	107.777778	150	535	0	0	285	0	0	0	0	0
Mettl18	107.777778	418	552	0	0	0	0	0	0	0	0
Lrrc47	107.777778	520	450	0	0	0	0	0	0	0	0
Eif3f	107.777778	150	535	0	0	285	0	0	0	0	0
BC055324	107.777778	418	552	0	0	0	0	0	0	0	0
Wiz	107.666667	688	281	0	0	0	0	0	0	0	0
Wars2	107.666667	502	467	0	0	0	0	0	0	0	0
Mob2	107.666667	323	532	0	0	0	0	0	0	114	0
Itga2b	107.666667	465	504	0	0	0	0	0	0	0	0
Ier2	107.666667	564	405	0	0	0	0	0	0	0	0
Usp10	107.555556	550	418	0	0	0	0	0	0	0	0
Rbm12b2	107.444444	437	435	0	0	0	0	0	95	0	0
Gon4l	107.444444	519	448	0	0	0	0	0	0	0	0
Fyco1	107.444444	242	467	0	0	150	0	0	0	108	0
Trrap	107.333333	604	362	0	0	0	0	0	0	0	0
Otx1	107.333333	271	417	0	0	278	0	0	0	0	0
Mettl17	107.333333	260	301	0	0	286	0	0	0	119	0
Tmem125	107.222222	525	440	0	0	0	0	0	0	0	0
Rac1	107.222222	495	470	0	0	0	0	0	0	0	0
Zfp341	107.111111	540	424	0	0	0	0	0	0	0	0
Ahcyl2	107.111111	510	454	0	0	0	0	0	0	0	0
Tmem11	107.000000	490	341	0	0	132	0	0	0	0	0
Zranb2	106.888889	507	455	0	0	0	0	0	0	0	0
Vars2	106.888889	386	576	0	0	0	0	0	0	0	0
Arfip1	106.888889	561	401	0	0	0	0	0	0	0	0
Usp6nl	106.777778	471	490	0	0	0	0	0	0	0	0
Snx17	106.777778	431	530	0	0	0	0	0	0	0	0
Saysd1	106.777778	97	0	0	0	146	0	0	446	272	0
Eif2b4	106.777778	431	530	0	0	0	0	0	0	0	0
Tacc1	106.666667	491	469	0	0	0	0	0	0	0	0
Sgk1	106.555556	478	481	0	0	0	0	0	0	0	0
Rps17	106.555556	450	509	0	0	0	0	0	0	0	0
Mageb3	106.555556	568	391	0	0	0	0	0	0	0	0
Heatr1	106.555556	317	642	0	0	0	0	0	0	0	0
Ctdspl2	106.555556	568	391	0	0	0	0	0	0	0	0
Ppp1r8	106.444444	578	380	0	0	0	0	0	0	0	0
Pdss1	106.444444	474	484	0	0	0	0	0	0	0	0
2310061I04Rik	106.444444	419	539	0	0	0	0	0	0	0	0
Ufl1	106.333333	353	604	0	0	0	0	0	0	0	0
Sirt5	106.333333	558	399	0	0	0	0	0	0	0	0
Rps7	106.333333	373	584	0	0	0	0	0	0	0	0
Ppp2r1b	106.333333	493	464	0	0	0	0	0	0	0	0
Nedd4l	106.333333	540	417	0	0	0	0	0	0	0	0
Mfge8	106.333333	749	208	0	0	0	0	0	0	0	0
Cacfd1	106.333333	515	442	0	0	0	0	0	0	0	0
Tuba1b	106.222222	500	456	0	0	0	0	0	0	0	0
Prim2	106.222222	424	532	0	0	0	0	0	0	0	0
Iqcc	106.222222	351	461	0	0	0	0	0	0	144	0
Dcdc2b	106.222222	351	461	0	0	0	0	0	0	144	0
Ccdc28b	106.222222	351	461	0	0	0	0	0	0	144	0
Kcnn1	106.111111	476	479	0	0	0	0	0	0	0	0
Gabpb1	106.111111	323	632	0	0	0	0	0	0	0	0
Wdr5	106.000000	492	462	0	0	0	0	0	0	0	0
Skp1	106.000000	407	547	0	0	0	0	0	0	0	0
Rad54l	106.000000	0	357	0	0	452	0	0	0	145	0
Ndufb5	106.000000	455	499	0	0	0	0	0	0	0	0
Mrpl47	106.000000	455	499	0	0	0	0	0	0	0	0
Ints8	106.000000	277	677	0	0	0	0	0	0	0	0
Apba1	106.000000	221	173	0	0	0	164	0	266	130	0
Tmed9	105.888889	396	388	0	0	169	0	0	0	0	0
Slc16a6	105.888889	467	486	0	0	0	0	0	0	0	0
Setd1b	105.888889	171	442	0	0	340	0	0	0	0	0
Meiob	105.888889	552	401	0	0	0	0	0	0	0	0
Arsg	105.888889	467	486	0	0	0	0	0	0	0	0
Uri1	105.777778	507	445	0	0	0	0	0	0	0	0
Rhbdd3	105.777778	469	483	0	0	0	0	0	0	0	0
Ewsr1	105.777778	469	483	0	0	0	0	0	0	0	0
Cep135	105.777778	430	522	0	0	0	0	0	0	0	0
Aunip	105.777778	595	357	0	0	0	0	0	0	0	0
Tnpo1	105.666667	422	529	0	0	0	0	0	0	0	0
Pus10	105.666667	263	443	0	0	245	0	0	0	0	0
Ptrhd1	105.666667	400	551	0	0	0	0	0	0	0	0
Cenpo	105.666667	400	551	0	0	0	0	0	0	0	0
Spi1	105.555556	477	473	0	0	0	0	0	0	0	0
Sec23ip	105.555556	515	435	0	0	0	0	0	0	0	0
Mcmbp	105.555556	515	435	0	0	0	0	0	0	0	0
Coq9	105.555556	355	595	0	0	0	0	0	0	0	0
Ciapin1	105.555556	355	595	0	0	0	0	0	0	0	0
Cep85l	105.555556	583	367	0	0	0	0	0	0	0	0
Cd47	105.555556	389	561	0	0	0	0	0	0	0	0
Asb6	105.555556	558	392	0	0	0	0	0	0	0	0
Rpl12	105.444444	331	618	0	0	0	0	0	0	0	0
Pgap3	105.444444	292	520	0	0	137	0	0	0	0	0
Lrsam1	105.444444	331	618	0	0	0	0	0	0	0	0
Zfp800	105.333333	440	508	0	0	0	0	0	0	0	0
Tcirg1	105.333333	553	395	0	0	0	0	0	0	0	0
Spag4	105.333333	619	329	0	0	0	0	0	0	0	0
Ppp1r18	105.333333	592	356	0	0	0	0	0	0	0	0
Nrm	105.333333	592	356	0	0	0	0	0	0	0	0
Cdk10	105.333333	335	613	0	0	0	0	0	0	0	0
Stn1	105.222222	515	432	0	0	0	0	0	0	0	0
Sesn3	105.222222	90	0	0	0	555	0	0	122	180	0
Pla2g15	105.222222	322	416	0	0	209	0	0	0	0	0
Hspbp1	105.222222	405	542	0	0	0	0	0	0	0	0
Fbxl22	105.222222	466	481	0	0	0	0	0	0	0	0
Fam151b	105.222222	445	502	0	0	0	0	0	0	0	0
Tada3	105.111111	336	267	0	0	343	0	0	0	0	0
Rbks	105.111111	334	412	0	0	0	0	0	200	0	0
Pip5kl1	105.111111	347	599	0	0	0	0	0	0	0	0
Mcrs1	105.111111	528	418	0	0	0	0	0	0	0	0
Dpm2	105.111111	347	599	0	0	0	0	0	0	0	0
Cyb5r1	105.111111	595	351	0	0	0	0	0	0	0	0
Cyb561d1	105.111111	471	475	0	0	0	0	0	0	0	0
Crlf2	105.111111	413	325	0	0	208	0	0	0	0	0
Babam2	105.111111	334	412	0	0	0	0	0	200	0	0
Arpc4	105.111111	336	267	0	0	343	0	0	0	0	0
Aars2	105.111111	460	486	0	0	0	0	0	0	0	0
Wdr81	105.000000	425	520	0	0	0	0	0	0	0	0
Tgfb1	105.000000	541	404	0	0	0	0	0	0	0	0
Syne3	105.000000	526	419	0	0	0	0	0	0	0	0
Foxc1	105.000000	382	563	0	0	0	0	0	0	0	0
Zc3h7a	104.888889	406	538	0	0	0	0	0	0	0	0
Ube2j2	104.888889	443	501	0	0	0	0	0	0	0	0
Tprkb	104.888889	447	497	0	0	0	0	0	0	0	0
Sec62	104.888889	373	571	0	0	0	0	0	0	0	0
Nat8f1	104.888889	447	497	0	0	0	0	0	0	0	0
Dnajc10	104.888889	509	435	0	0	0	0	0	0	0	0
Ap1m2	104.888889	0	361	0	142	441	0	0	0	0	0
Rps19	104.777778	501	442	0	0	0	0	0	0	0	0
R3hdm2	104.777778	521	422	0	0	0	0	0	0	0	0
Appl2	104.777778	576	367	0	0	0	0	0	0	0	0
Rab11a	104.666667	475	467	0	0	0	0	0	0	0	0
Gbx1	104.666667	0	0	0	139	0	172	0	309	322	0
Eif3l	104.666667	311	462	0	0	169	0	0	0	0	0
Calcoco1	104.666667	377	448	0	0	117	0	0	0	0	0
Zfp971	104.555556	0	401	0	0	394	0	0	146	0	0
Slc35a4	104.555556	515	426	0	0	0	0	0	0	0	0
Hint1	104.555556	370	571	0	0	0	0	0	0	0	0
Exosc6	104.555556	490	451	0	0	0	0	0	0	0	0
Apbb3	104.555556	515	426	0	0	0	0	0	0	0	0
Med12	104.444444	496	444	0	0	0	0	0	0	0	0
Gtf3c6	104.444444	401	251	0	0	288	0	0	0	0	0
Epc2	104.444444	354	365	0	0	139	0	0	82	0	0
Zfp40	104.333333	214	366	0	0	359	0	0	0	0	0
Utp6	104.333333	376	563	0	0	0	0	0	0	0	0
Ttc14	104.333333	365	574	0	0	0	0	0	0	0	0
Tmem70	104.333333	389	550	0	0	0	0	0	0	0	0
Tab3	104.333333	469	470	0	0	0	0	0	0	0	0
Rap1a	104.333333	521	418	0	0	0	0	0	0	0	0
Psmd11	104.333333	502	437	0	0	0	0	0	0	0	0
Nkapl	104.333333	393	546	0	0	0	0	0	0	0	0
Haus4	104.333333	369	570	0	0	0	0	0	0	0	0
Ero1a	104.333333	467	472	0	0	0	0	0	0	0	0
Ptpn6	104.222222	218	286	0	0	434	0	0	0	0	0
Nsa2	104.222222	272	666	0	0	0	0	0	0	0	0
Kras	104.222222	396	542	0	0	0	0	0	0	0	0
Gfm2	104.222222	272	666	0	0	0	0	0	0	0	0
F5	104.222222	522	416	0	0	0	0	0	0	0	0
Atl3	104.222222	495	443	0	0	0	0	0	0	0	0
Ttc7	104.111111	493	444	0	0	0	0	0	0	0	0
Sumf1	104.111111	425	512	0	0	0	0	0	0	0	0
Poc1b	104.111111	421	516	0	0	0	0	0	0	0	0
Galnt4	104.111111	421	516	0	0	0	0	0	0	0	0
Siah1a	104.000000	407	529	0	0	0	0	0	0	0	0
Lyrm4	104.000000	463	473	0	0	0	0	0	0	0	0
Hhex	104.000000	549	387	0	0	0	0	0	0	0	0
Fars2	104.000000	463	473	0	0	0	0	0	0	0	0
Terf2	103.888889	435	500	0	0	0	0	0	0	0	0
Hdac11	103.888889	372	382	0	0	181	0	0	0	0	0
Btn2a2	103.888889	0	0	0	0	319	0	66	292	258	0
Zfp266	103.777778	338	596	0	0	0	0	0	0	0	0
Tmem35b	103.777778	590	344	0	0	0	0	0	0	0	0
Zfp566	103.666667	451	482	0	0	0	0	0	0	0	0
Zfp260	103.666667	451	482	0	0	0	0	0	0	0	0
Thap7	103.666667	425	508	0	0	0	0	0	0	0	0
Slc39a9	103.666667	303	440	0	0	190	0	0	0	0	0
Erh	103.666667	303	440	0	0	190	0	0	0	0	0
Slc23a2	103.555556	572	360	0	0	0	0	0	0	0	0
Ncoa5	103.555556	520	412	0	0	0	0	0	0	0	0
Mid1ip1	103.555556	249	537	0	0	146	0	0	0	0	0
Sergef	103.444444	601	330	0	0	0	0	0	0	0	0
Samm50	103.444444	406	525	0	0	0	0	0	0	0	0
Akip1	103.444444	612	319	0	0	0	0	0	0	0	0
Adad2	103.444444	0	0	0	178	753	0	0	0	0	0
Tmsb15l	103.333333	0	354	0	0	576	0	0	0	0	0
Tmsb15b1	103.333333	0	354	0	0	576	0	0	0	0	0
Tent4b	103.333333	486	444	0	0	0	0	0	0	0	0
Sucla2	103.333333	469	461	0	0	0	0	0	0	0	0
Snrpd1	103.222222	445	484	0	0	0	0	0	0	0	0
Napg	103.222222	402	527	0	0	0	0	0	0	0	0
Nae1	103.222222	412	517	0	0	0	0	0	0	0	0
Il3ra	103.222222	536	393	0	0	0	0	0	0	0	0
Car7	103.222222	412	517	0	0	0	0	0	0	0	0
Ube2g2	103.111111	499	429	0	0	0	0	0	0	0	0
Trmt11	103.111111	442	486	0	0	0	0	0	0	0	0
Tnrc6a	103.111111	391	537	0	0	0	0	0	0	0	0
Myh14	103.111111	0	0	0	0	772	0	0	156	0	0
LTO1	103.111111	394	534	0	0	0	0	0	0	0	0
Ankle1	103.111111	436	492	0	0	0	0	0	0	0	0
Zscan21	103.000000	374	553	0	0	0	0	0	0	0	0
Snip1	103.000000	543	384	0	0	0	0	0	0	0	0
Ppip5k2	103.000000	292	510	0	0	0	0	0	0	125	0
Mrtfb	103.000000	366	561	0	0	0	0	0	0	0	0
Gin1	103.000000	292	510	0	0	0	0	0	0	125	0
Dnali1	103.000000	543	384	0	0	0	0	0	0	0	0
Snap47	102.888889	447	479	0	0	0	0	0	0	0	0
Smim8	102.888889	410	516	0	0	0	0	0	0	0	0
Rps8	102.888889	404	522	0	0	0	0	0	0	0	0
Rpl19	102.888889	385	541	0	0	0	0	0	0	0	0
Jmjd4	102.888889	447	479	0	0	0	0	0	0	0	0
Cacnb1	102.888889	385	541	0	0	0	0	0	0	0	0
Sugp1	102.777778	397	528	0	0	0	0	0	0	0	0
Ssr4	102.777778	338	407	0	0	180	0	0	0	0	0
Pogz	102.777778	184	435	0	0	0	0	0	146	160	0
Mau2	102.777778	397	528	0	0	0	0	0	0	0	0
Idh3g	102.777778	338	407	0	0	180	0	0	0	0	0
Zmym1	102.666667	423	501	0	0	0	0	0	0	0	0
Wdr73	102.666667	410	514	0	0	0	0	0	0	0	0
Rab39	102.666667	267	0	0	0	514	0	0	0	143	0
Nmb	102.666667	410	514	0	0	0	0	0	0	0	0
Gm14326	102.666667	0	415	0	0	509	0	0	0	0	0
Dzip3	102.666667	440	484	0	0	0	0	0	0	0	0
Cip2a	102.666667	440	484	0	0	0	0	0	0	0	0
Ppp1r15a	102.555556	383	540	0	0	0	0	0	0	0	0
Plekha4	102.555556	383	540	0	0	0	0	0	0	0	0
Orai2	102.555556	516	407	0	0	0	0	0	0	0	0
Abca3	102.555556	425	498	0	0	0	0	0	0	0	0
Abca17	102.555556	425	498	0	0	0	0	0	0	0	0
Rangap1	102.444444	280	421	0	0	221	0	0	0	0	0
Pard6a	102.444444	437	485	0	0	0	0	0	0	0	0
Nfkbil1	102.444444	297	625	0	0	0	0	0	0	0	0
Flot2	102.444444	467	455	0	0	0	0	0	0	0	0
Eif1ax	102.444444	553	369	0	0	0	0	0	0	0	0
Acd	102.444444	437	485	0	0	0	0	0	0	0	0
H2-Q9	102.333333	127	0	0	0	550	115	0	129	0	0
H2-Q7	102.333333	127	0	0	0	550	115	0	129	0	0
Dpp7	102.333333	356	565	0	0	0	0	0	0	0	0
Akirin2	102.333333	541	380	0	0	0	0	0	0	0	0
Acbd5	102.333333	471	450	0	0	0	0	0	0	0	0
Tmem115	102.222222	292	319	0	0	0	0	0	109	200	0
Pik3r2	102.222222	527	393	0	0	0	0	0	0	0	0
Gm5741	102.222222	462	458	0	0	0	0	0	0	0	0
Dhps	102.222222	462	458	0	0	0	0	0	0	0	0
Tdrd9	102.111111	451	468	0	0	0	0	0	0	0	0
Sez6l2	102.111111	260	439	0	0	220	0	0	0	0	0
Atp5mpl	102.111111	451	468	0	0	0	0	0	0	0	0
Asphd1	102.111111	260	439	0	0	220	0	0	0	0	0
Vezf1	102.000000	349	569	0	0	0	0	0	0	0	0
Tnpo3	102.000000	411	507	0	0	0	0	0	0	0	0
Supt16	102.000000	363	555	0	0	0	0	0	0	0	0
Pml	102.000000	456	462	0	0	0	0	0	0	0	0
Cpq	102.000000	452	466	0	0	0	0	0	0	0	0
Cbarp	102.000000	415	503	0	0	0	0	0	0	0	0
Camk2n2	102.000000	460	458	0	0	0	0	0	0	0	0
Atp5d	102.000000	415	503	0	0	0	0	0	0	0	0
Ugcg	101.888889	442	475	0	0	0	0	0	0	0	0
Selenot	101.888889	470	447	0	0	0	0	0	0	0	0
Memo1	101.888889	470	447	0	0	0	0	0	0	0	0
Kif19a	101.888889	595	322	0	0	0	0	0	0	0	0
Fnip2	101.888889	389	528	0	0	0	0	0	0	0	0
Pi4kb	101.777778	443	473	0	0	0	0	0	0	0	0
Cmpk1	101.777778	438	478	0	0	0	0	0	0	0	0
Kptn	101.666667	315	600	0	0	0	0	0	0	0	0
Rgs19	101.555556	421	493	0	0	0	0	0	0	0	0
Lkaaear1	101.555556	421	493	0	0	0	0	0	0	0	0
Fus	101.555556	431	483	0	0	0	0	0	0	0	0
Tsen15	101.444444	430	483	0	0	0	0	0	0	0	0
Tcea2	101.444444	421	342	0	0	0	0	0	150	0	0
Sema3f	101.444444	709	204	0	0	0	0	0	0	0	0
Fis1	101.444444	473	440	0	0	0	0	0	0	0	0
B2m	101.333333	0	543	0	0	194	0	0	0	175	0
Slc39a13	101.222222	411	500	0	0	0	0	0	0	0	0
Naca	101.222222	439	472	0	0	0	0	0	0	0	0
Kat8	101.222222	446	465	0	0	0	0	0	0	0	0
Gm17768	101.222222	0	0	0	206	705	0	0	0	0	0
Eif2b5	101.222222	402	509	0	0	0	0	0	0	0	0
Pick1	101.111111	481	429	0	0	0	0	0	0	0	0
Hs3st3b1	101.111111	0	0	0	0	910	0	0	0	0	0
Cspp1	101.111111	470	440	0	0	0	0	0	0	0	0
Cops5	101.111111	470	440	0	0	0	0	0	0	0	0
Pmpcb	101.000000	325	315	0	0	269	0	0	0	0	0
Oxr1	101.000000	167	255	0	0	487	0	0	0	0	0
Kif17	101.000000	638	271	0	0	0	0	0	0	0	0
Impact	101.000000	417	399	0	0	0	0	0	93	0	0
Uba5	100.888889	417	491	0	0	0	0	0	0	0	0
Pin4	100.888889	0	569	0	0	339	0	0	0	0	0
Fgfrl1	100.888889	367	541	0	0	0	0	0	0	0	0
Cd82	100.888889	487	421	0	0	0	0	0	0	0	0
Atp2a3	100.888889	521	387	0	0	0	0	0	0	0	0
Acad11	100.888889	417	491	0	0	0	0	0	0	0	0
Tank	100.777778	500	407	0	0	0	0	0	0	0	0
Ndufaf6	100.777778	436	471	0	0	0	0	0	0	0	0
Lfng	100.777778	312	241	0	0	354	0	0	0	0	0
Ino80	100.777778	413	494	0	0	0	0	0	0	0	0
Gnl3l	100.777778	533	374	0	0	0	0	0	0	0	0
Hmgb3	100.666667	127	657	0	0	0	0	0	122	0	0
Actr6	100.666667	362	544	0	0	0	0	0	0	0	0
Senp1	100.555556	482	423	0	0	0	0	0	0	0	0
Pfkm	100.555556	482	423	0	0	0	0	0	0	0	0
Med23	100.555556	219	444	0	0	0	0	0	146	96	0
Bbs9	100.555556	391	514	0	0	0	0	0	0	0	0
Igsf8	100.444444	565	339	0	0	0	0	0	0	0	0
Zfp968	100.333333	0	0	0	0	461	0	0	249	193	0
Zfp967	100.333333	0	0	0	0	461	0	0	249	193	0
Zfp966	100.333333	0	0	0	0	461	0	0	249	193	0
Tmub1	100.333333	474	429	0	0	0	0	0	0	0	0
Senp7	100.333333	492	411	0	0	0	0	0	0	0	0
Nkiras2	100.333333	540	363	0	0	0	0	0	0	0	0
Shq1	100.222222	382	520	0	0	0	0	0	0	0	0
Phip	100.222222	324	578	0	0	0	0	0	0	0	0
Ccdc17	100.222222	238	664	0	0	0	0	0	0	0	0
Zfp605	100.111111	531	370	0	0	0	0	0	0	0	0
Smim19	100.111111	487	414	0	0	0	0	0	0	0	0
Slc20a2	100.111111	487	414	0	0	0	0	0	0	0	0
Gtpbp6	100.111111	531	370	0	0	0	0	0	0	0	0
