Target_genes	E2f1|Average	SRX122390|Dendritic_Cells	SRX122391|Dendritic_Cells	SRX122392|Dendritic_Cells	SRX122393|Dendritic_Cells	SRX2897262|ES_cells	SRX2897263|ES_cells	SRX1334844|Hepatocytes	SRX1120752|MEF	SRX1120755|MEF	STRING
Mycl	20.444444	0	0	0	0	184	0	0	0	0	0
Hnrnpr	20.444444	0	0	0	0	0	0	184	0	0	0
Gm21190	20.444444	0	0	0	0	0	0	184	0	0	0
Gcnt2	20.444444	0	0	0	0	0	0	184	0	0	0
Denr	20.444444	0	0	0	0	184	0	0	0	0	0
Cox10	20.444444	0	0	0	0	0	0	184	0	0	0
Cdc23	20.444444	0	0	0	0	0	0	184	0	0	0
Capn2	20.444444	0	0	0	0	184	0	0	0	0	0
0610012G03Rik	20.444444	0	0	0	0	184	0	0	0	0	0
Unc5a	20.333333	0	0	0	0	183	0	0	0	0	0
Szt2	20.333333	0	0	0	0	0	0	183	0	0	0
Stk40	20.333333	0	0	0	0	183	0	0	0	0	0
Sh3d19	20.333333	0	0	0	0	183	0	0	0	0	0
Scrt2	20.333333	0	0	0	0	183	0	0	0	0	0
Ppp1r10	20.333333	0	0	0	0	0	0	183	0	0	0
Mrps18b	20.333333	0	0	0	0	0	0	183	0	0	0
Med8	20.333333	0	0	0	0	0	0	183	0	0	0
Lmbr1l	20.333333	0	0	0	0	0	0	183	0	0	0
Lipe	20.333333	0	0	0	0	0	0	183	0	0	0
Kdm3a	20.333333	0	0	0	0	0	0	183	0	0	0
Ifrd2	20.333333	0	0	0	0	0	0	183	0	0	0
Hip1r	20.333333	0	0	0	0	183	0	0	0	0	0
Entpd5	20.333333	0	0	0	0	183	0	0	0	0	0
Dact1	20.333333	0	0	0	0	183	0	0	0	0	0
Bbof1	20.333333	0	0	0	0	183	0	0	0	0	0
Arhgef10	20.333333	0	0	0	0	183	0	0	0	0	0
Wwtr1	20.222222	0	0	0	0	0	0	182	0	0	0
Vamp1	20.222222	0	0	0	0	0	0	182	0	0	0
Tpra1	20.222222	0	0	0	0	0	0	182	0	0	0
Spop	20.222222	0	0	0	0	0	0	182	0	0	0
Ripk2	20.222222	0	0	0	0	0	182	0	0	0	0
Prdx1	20.222222	0	0	0	0	182	0	0	0	0	0
Mynn	20.222222	0	0	0	0	0	0	182	0	0	0
Mcm2	20.222222	0	0	0	0	0	0	182	0	0	0
Hoxd11	20.222222	0	0	0	0	182	0	0	0	0	0
Fam8a1	20.222222	0	0	0	0	182	0	0	0	0	0
Akip1	20.222222	0	0	0	0	0	0	182	0	0	0
Tspan9	20.111111	0	0	0	0	181	0	0	0	0	0
Tmcc3	20.111111	0	0	0	0	0	0	181	0	0	0
Scarf2	20.111111	0	0	0	0	181	0	0	0	0	0
Rhob	20.111111	0	0	0	0	181	0	0	0	0	0
Prorp	20.111111	0	0	0	0	0	0	181	0	0	0
Nsun6	20.111111	0	0	0	0	0	0	181	0	0	0
Macrod2	20.111111	0	0	0	0	181	0	0	0	0	0
Ly6g5b	20.111111	0	0	0	0	0	0	181	0	0	0
Gpank1	20.111111	0	0	0	0	0	0	181	0	0	0
Gjd3	20.111111	0	0	0	0	181	0	0	0	0	0
D17H6S53E	20.111111	0	0	0	0	0	0	181	0	0	0
Csnk2b	20.111111	0	0	0	0	0	0	181	0	0	0
Camsap2	20.111111	0	0	0	0	181	0	0	0	0	0
Calu	20.111111	0	0	0	0	0	0	181	0	0	0
B3gat3	20.111111	0	0	0	0	181	0	0	0	0	0
Yaf2	20.000000	0	0	0	0	180	0	0	0	0	0
Upp2	20.000000	0	0	0	0	180	0	0	0	0	0
Tk1	20.000000	0	0	0	0	0	0	180	0	0	0
Slc38a9	20.000000	0	0	0	0	0	0	180	0	0	0
Myo1c	20.000000	0	0	0	0	0	0	180	0	0	0
Med7	20.000000	0	0	0	0	0	0	180	0	0	0
Itpa	20.000000	0	0	0	0	0	0	180	0	0	0
Dip2a	20.000000	0	0	0	0	0	0	180	0	0	0
Ddrgk1	20.000000	0	0	0	0	0	0	180	0	0	0
Chd1l	20.000000	0	0	0	0	180	0	0	0	0	0
Baz1a	20.000000	0	0	0	0	180	0	0	0	0	0
Afmid	20.000000	0	0	0	0	0	0	180	0	0	0
Acvr1	20.000000	0	0	0	0	180	0	0	0	0	0
2310039H08Rik	20.000000	0	0	0	0	0	0	180	0	0	0
Tm9sf1	19.888889	0	0	0	0	0	0	179	0	0	0
Spata18	19.888889	0	0	0	0	179	0	0	0	0	0
Sgcb	19.888889	0	0	0	0	179	0	0	0	0	0
Secisbp2l	19.888889	0	0	0	0	179	0	0	0	0	0
Sec22c	19.888889	0	0	0	0	179	0	0	0	0	0
Rnf208	19.888889	0	0	0	0	0	179	0	0	0	0
Prkaa2	19.888889	0	0	0	0	179	0	0	0	0	0
Nckipsd	19.888889	0	0	0	0	179	0	0	0	0	0
Me1	19.888889	0	0	0	0	179	0	0	0	0	0
Lyplal1	19.888889	0	0	0	0	0	0	179	0	0	0
Katnbl1	19.888889	0	0	0	0	0	179	0	0	0	0
Galnt10	19.888889	0	0	0	0	179	0	0	0	0	0
Dlc1	19.888889	0	0	0	0	0	0	179	0	0	0
Dennd1a	19.888889	0	0	0	0	179	0	0	0	0	0
Cysrt1	19.888889	0	0	0	0	0	179	0	0	0	0
Atp13a2	19.888889	0	0	0	0	179	0	0	0	0	0
Arnt2	19.888889	0	0	0	0	179	0	0	0	0	0
Ammecr1	19.888889	0	0	0	0	179	0	0	0	0	0
Acbd6	19.888889	0	0	0	0	179	0	0	0	0	0
3300002I08Rik	19.888889	0	0	0	0	0	0	179	0	0	0
Zcchc7	19.777778	0	0	0	0	0	0	178	0	0	0
Vamp4	19.777778	0	0	0	0	0	0	178	0	0	0
Ufsp1	19.777778	0	0	0	0	0	0	178	0	0	0
Tubd1	19.777778	0	0	0	0	0	0	178	0	0	0
Tmem256	19.777778	0	0	0	0	0	0	178	0	0	0
Rps6kb1	19.777778	0	0	0	0	0	0	178	0	0	0
Pspc1	19.777778	0	0	0	0	0	0	178	0	0	0
Pax1	19.777778	0	0	0	0	178	0	0	0	0	0
Nlgn2	19.777778	0	0	0	0	0	0	178	0	0	0
Mettl26	19.777778	0	0	0	0	0	0	178	0	0	0
Gas2l3	19.777778	0	0	0	0	0	0	178	0	0	0
G2e3	19.777778	0	0	0	0	0	0	178	0	0	0
Dazap2	19.777778	0	0	0	0	178	0	0	0	0	0
Zfp362	19.666667	0	0	0	0	177	0	0	0	0	0
Gm4925	19.666667	0	0	0	0	0	0	177	0	0	0
Fbxo7	19.666667	0	0	0	0	0	0	177	0	0	0
Arl1	19.666667	0	0	0	0	0	0	177	0	0	0
Zfp580	19.555556	0	0	0	0	176	0	0	0	0	0
Zdhhc24	19.555556	0	0	0	0	0	0	176	0	0	0
Zdhhc14	19.555556	0	0	0	0	0	0	176	0	0	0
Wdr46	19.555556	0	0	0	0	0	0	176	0	0	0
Tmem106b	19.555556	0	0	0	0	176	0	0	0	0	0
Tfpt	19.555556	0	0	0	0	0	0	176	0	0	0
Stk11ip	19.555556	0	0	0	0	0	0	176	0	0	0
Rpusd3	19.555556	0	0	0	0	0	0	176	0	0	0
Rgs9	19.555556	0	0	0	0	0	0	176	0	0	0
Rasl2-9	19.555556	0	0	0	0	0	0	176	0	0	0
Prpf31	19.555556	0	0	0	0	0	0	176	0	0	0
Prcc	19.555556	0	0	0	0	0	0	176	0	0	0
Pnpla6	19.555556	0	0	0	0	0	0	176	0	0	0
Pfdn6	19.555556	0	0	0	0	0	0	176	0	0	0
Mzt2	19.555556	0	0	0	0	0	0	176	0	0	0
Mn1	19.555556	0	0	0	0	0	0	176	0	0	0
Lrrc1	19.555556	0	0	0	0	176	0	0	0	0	0
Lca5	19.555556	0	0	0	0	0	0	176	0	0	0
Katnal2	19.555556	0	0	0	0	0	0	176	0	0	0
Kash5	19.555556	0	0	0	0	0	0	176	0	0	0
Irak1	19.555556	0	0	0	0	176	0	0	0	0	0
Gm10130	19.555556	0	0	0	0	0	0	176	0	0	0
Fech	19.555556	0	0	0	0	176	0	0	0	0	0
Fbxw4	19.555556	0	0	0	0	176	0	0	0	0	0
Fam98c	19.555556	0	0	0	0	0	0	176	0	0	0
Evi5l	19.555556	0	0	0	0	0	0	176	0	0	0
Dus3l	19.555556	0	0	0	0	0	0	176	0	0	0
Ckb	19.555556	0	0	0	0	0	0	176	0	0	0
Ccdc106	19.555556	0	0	0	0	176	0	0	0	0	0
Cant1	19.555556	0	0	0	0	0	0	176	0	0	0
Akap10	19.555556	0	0	0	0	176	0	0	0	0	0
Actn3	19.555556	0	0	0	0	0	0	176	0	0	0
Pradc1	19.444444	0	0	0	0	0	175	0	0	0	0
Map3k10	19.444444	0	0	0	0	175	0	0	0	0	0
Lrrc63	19.444444	0	0	0	175	0	0	0	0	0	0
Lpcat1	19.444444	0	0	0	0	175	0	0	0	0	0
Lcp1	19.444444	0	0	0	175	0	0	0	0	0	0
Klhl5	19.444444	0	0	0	0	175	0	0	0	0	0
Filip1l	19.444444	0	0	0	0	175	0	0	0	0	0
Chuk	19.444444	0	0	0	0	175	0	0	0	0	0
Cfap410	19.444444	0	0	0	0	0	0	175	0	0	0
Cct7	19.444444	0	0	0	0	0	175	0	0	0	0
Bloc1s4	19.444444	0	0	0	0	175	0	0	0	0	0
Arsb	19.444444	0	0	0	0	0	0	175	0	0	0
Apcdd1	19.444444	0	0	0	0	175	0	0	0	0	0
Ankrd6	19.444444	0	0	0	0	175	0	0	0	0	0
Zfp619	19.333333	0	0	0	0	0	0	174	0	0	0
Tigd5	19.333333	0	0	0	0	174	0	0	0	0	0
Tfcp2	19.333333	0	0	0	0	0	0	174	0	0	0
Nipa2	19.333333	0	0	0	0	0	0	174	0	0	0
Gadd45a	19.333333	0	0	0	0	174	0	0	0	0	0
Fbxo46	19.333333	0	0	0	0	0	0	174	0	0	0
Eef1d	19.333333	0	0	0	0	174	0	0	0	0	0
Dynlrb1	19.333333	0	0	0	0	0	0	174	0	0	0
Cops3	19.333333	0	0	0	0	0	0	174	0	0	0
Cnr1	19.333333	0	0	0	0	174	0	0	0	0	0
Cers2	19.333333	0	0	0	0	174	0	0	0	0	0
Bhmg1	19.333333	0	0	0	0	0	0	174	0	0	0
Anxa9	19.333333	0	0	0	0	174	0	0	0	0	0
Xpc	19.222222	0	0	0	0	0	0	173	0	0	0
Tas1r1	19.222222	0	0	0	0	173	0	0	0	0	0
Spidr	19.222222	0	0	0	0	0	0	173	0	0	0
Prkacb	19.222222	0	0	0	0	173	0	0	0	0	0
Numa1	19.222222	0	0	0	0	0	0	173	0	0	0
Nrarp	19.222222	0	0	0	0	173	0	0	0	0	0
Nol9	19.222222	0	0	0	0	173	0	0	0	0	0
Mycbp	19.222222	0	0	0	0	173	0	0	0	0	0
Lsm3	19.222222	0	0	0	0	0	0	173	0	0	0
Inppl1	19.222222	0	0	0	0	173	0	0	0	0	0
Ikbkb	19.222222	0	0	0	0	173	0	0	0	0	0
Dusp10	19.222222	0	0	0	0	0	0	173	0	0	0
Cisd3	19.222222	0	0	0	0	0	0	173	0	0	0
Ccdc50	19.222222	0	0	0	0	173	0	0	0	0	0
Anapc7	19.222222	0	0	0	0	0	0	173	0	0	0
1700056E22Rik	19.222222	0	0	0	0	0	0	173	0	0	0
Vstm2l	19.111111	0	0	0	0	172	0	0	0	0	0
Serf1	19.111111	0	0	0	0	0	0	172	0	0	0
Rffl	19.111111	0	0	0	0	172	0	0	0	0	0
Ptpn4	19.111111	0	0	0	0	172	0	0	0	0	0
Plekhm2	19.111111	0	0	0	0	172	0	0	0	0	0
Ola1	19.111111	0	0	0	0	172	0	0	0	0	0
Mrpl27	19.111111	0	0	0	0	0	0	172	0	0	0
Mlh1	19.111111	0	0	0	0	0	0	172	0	0	0
Katna1	19.111111	0	0	0	0	0	0	172	0	0	0
Epm2aip1	19.111111	0	0	0	0	0	0	172	0	0	0
Eme1	19.111111	0	0	0	0	0	0	172	0	0	0
Drosha	19.111111	0	0	0	0	0	0	172	0	0	0
Ccdc74a	19.111111	0	0	0	0	0	172	0	0	0	0
Bdp1	19.111111	0	0	0	0	0	0	172	0	0	0
Aldh1l1	19.111111	0	0	0	0	0	0	172	0	0	0
Abhd8	19.111111	0	0	0	0	0	0	172	0	0	0
6030458C11Rik	19.111111	0	0	0	0	0	0	172	0	0	0
Rpl22	19.000000	0	0	0	0	171	0	0	0	0	0
Hspa9	19.000000	0	0	0	0	0	0	171	0	0	0
Zfp868	18.888889	0	0	0	0	0	0	170	0	0	0
Zfp655	18.888889	0	0	0	0	170	0	0	0	0	0
Sem1	18.888889	0	0	0	0	170	0	0	0	0	0
Psmc3	18.888889	0	0	0	0	0	0	170	0	0	0
Prepl	18.888889	0	0	0	0	0	0	170	0	0	0
Plxnb1	18.888889	0	0	0	0	170	0	0	0	0	0
Pex16	18.888889	0	0	0	0	0	0	170	0	0	0
Pcnx	18.888889	0	0	0	0	170	0	0	0	0	0
Large2	18.888889	0	0	0	0	0	0	170	0	0	0
Inafm2	18.888889	0	0	0	0	170	0	0	0	0	0
Hace1	18.888889	0	0	0	0	170	0	0	0	0	0
Cdca7l	18.888889	0	0	0	0	170	0	0	0	0	0
Camkmt	18.888889	0	0	0	0	0	0	170	0	0	0
Bcl2l12	18.888889	0	0	0	0	0	0	170	0	0	0
Wdtc1	18.777778	0	0	0	0	0	0	169	0	0	0
Ssna1	18.777778	0	0	0	0	0	0	169	0	0	0
Sp8	18.777778	0	0	0	0	0	0	169	0	0	0
Rab15	18.777778	0	0	0	0	169	0	0	0	0	0
Nt5m	18.777778	0	0	0	0	169	0	0	0	0	0
Mgll	18.777778	0	0	0	0	169	0	0	0	0	0
Lrrc36	18.777778	0	0	0	0	169	0	0	0	0	0
Kctd19	18.777778	0	0	0	0	169	0	0	0	0	0
Gigyf2	18.777778	0	0	0	0	169	0	0	0	0	0
Ccdc62	18.777778	0	0	0	0	0	0	169	0	0	0
Bcl2	18.777778	0	0	0	0	169	0	0	0	0	0
Bbs4	18.777778	0	0	0	0	169	0	0	0	0	0
Anapc2	18.777778	0	0	0	0	0	0	169	0	0	0
Znhit2	18.666667	0	0	0	0	0	0	168	0	0	0
Srrm1	18.666667	0	0	0	0	168	0	0	0	0	0
Rusf1	18.666667	0	0	0	0	0	0	168	0	0	0
Runx3	18.666667	0	0	0	0	168	0	0	0	0	0
Rps26	18.666667	0	0	0	0	0	0	168	0	0	0
Rasgef1a	18.666667	0	0	0	0	168	0	0	0	0	0
Pparg	18.666667	0	0	0	0	168	0	0	0	0	0
Pkp4	18.666667	0	0	0	0	168	0	0	0	0	0
Otud5	18.666667	0	0	0	0	168	0	0	0	0	0
Nrep	18.666667	0	0	0	0	0	168	0	0	0	0
Nr1d2	18.666667	0	0	0	0	168	0	0	0	0	0
Nipbl	18.666667	0	0	0	0	168	0	0	0	0	0
Mrpl49	18.666667	0	0	0	0	0	0	168	0	0	0
Micu1	18.666667	0	0	0	0	0	0	168	0	0	0
Lhx8	18.666667	0	0	0	0	168	0	0	0	0	0
Kif11	18.666667	0	0	0	0	0	0	168	0	0	0
Ints12	18.666667	0	0	0	0	0	168	0	0	0	0
Ifitm2	18.666667	0	0	0	0	0	0	168	0	0	0
Hccs	18.666667	0	0	0	0	168	0	0	0	0	0
Gstcd	18.666667	0	0	0	0	0	168	0	0	0	0
Gm15246	18.666667	0	0	0	0	168	0	0	0	0	0
Fau	18.666667	0	0	0	0	0	0	168	0	0	0
Ext2	18.666667	0	0	0	0	168	0	0	0	0	0
Dsel	18.666667	0	0	0	0	0	0	168	0	0	0
Ddx39a	18.666667	0	0	0	0	0	0	168	0	0	0
Ccdc166	18.666667	0	0	0	0	0	0	168	0	0	0
Ccdc148	18.666667	0	0	0	0	168	0	0	0	0	0
Zfyve19	18.555556	0	0	0	0	0	0	167	0	0	0
Zbtb9	18.555556	0	0	0	0	167	0	0	0	0	0
Vmn2r102	18.555556	0	0	0	0	0	0	167	0	0	0
Tmem251	18.555556	0	0	0	0	167	0	0	0	0	0
Stat3	18.555556	0	0	0	0	0	0	167	0	0	0
Sipa1	18.555556	0	0	0	0	0	0	167	0	0	0
Selenop	18.555556	0	0	0	0	0	0	167	0	0	0
Pelo	18.555556	0	0	0	0	0	0	167	0	0	0
Pdgfra	18.555556	0	0	0	0	0	0	167	0	0	0
Pard6a	18.555556	0	0	0	0	0	0	167	0	0	0
Mrpl12	18.555556	0	0	0	0	0	0	167	0	0	0
Mrnip	18.555556	0	0	0	0	0	0	167	0	0	0
Mpv17l2	18.555556	0	0	0	0	0	0	167	0	0	0
Moap1	18.555556	0	0	0	0	167	0	0	0	0	0
Mfhas1	18.555556	0	0	0	0	167	0	0	0	0	0
Mansc4	18.555556	0	0	0	0	167	0	0	0	0	0
Lmtk3	18.555556	0	0	0	0	0	0	167	0	0	0
Klhl42	18.555556	0	0	0	0	167	0	0	0	0	0
Gsdmc2	18.555556	0	0	0	0	0	0	167	0	0	0
Elac2	18.555556	0	0	0	0	0	0	167	0	0	0
Dnajc17	18.555556	0	0	0	0	0	0	167	0	0	0
Ctxn2	18.555556	0	0	0	0	0	0	167	0	0	0
Creb5	18.555556	0	0	0	0	0	0	167	0	0	0
Chst12	18.555556	0	0	0	0	0	0	167	0	0	0
Chd4	18.555556	0	0	0	0	0	0	167	0	0	0
Cadm1	18.555556	0	0	0	0	167	0	0	0	0	0
Ankrd50	18.555556	0	0	0	0	167	0	0	0	0	0
Acd	18.555556	0	0	0	0	0	0	167	0	0	0
Zfp207	18.444444	0	0	0	0	0	0	166	0	0	0
Zfp11	18.444444	0	0	0	0	0	0	166	0	0	0
Tsc22d2	18.444444	0	0	0	0	166	0	0	0	0	0
Thap11	18.444444	0	0	0	0	0	0	166	0	0	0
Rsph3a	18.444444	0	0	0	0	0	0	166	0	0	0
Rnaseh2a	18.444444	0	0	0	0	0	0	166	0	0	0
Prdx2	18.444444	0	0	0	0	0	0	166	0	0	0
Lbx1	18.444444	0	0	0	0	166	0	0	0	0	0
Dyrk2	18.444444	0	0	0	0	166	0	0	0	0	0
Dusp16	18.444444	0	0	0	0	166	0	0	0	0	0
Dlx6	18.444444	0	0	0	0	166	0	0	0	0	0
Cpeb2	18.444444	0	0	0	0	166	0	0	0	0	0
Cenpt	18.444444	0	0	0	0	0	0	166	0	0	0
Camk2g	18.444444	0	0	0	0	166	0	0	0	0	0
Zfp189	18.333333	0	0	0	0	0	0	165	0	0	0
Vps45	18.333333	0	0	0	0	0	0	165	0	0	0
Tmem11	18.333333	0	0	0	0	165	0	0	0	0	0
Tef	18.333333	0	0	0	0	165	0	0	0	0	0
Rufy2	18.333333	0	0	0	0	165	0	0	0	0	0
Prelid3a	18.333333	0	0	0	0	165	0	0	0	0	0
Nf2	18.333333	0	0	0	0	0	0	165	0	0	0
Mrps26	18.333333	0	0	0	0	165	0	0	0	0	0
Mrpl50	18.333333	0	0	0	0	0	0	165	0	0	0
Mrpl33	18.333333	0	0	0	0	165	0	0	0	0	0
Mras	18.333333	0	0	0	0	165	0	0	0	0	0
Macrod1	18.333333	0	0	0	0	165	0	0	0	0	0
Insyn1	18.333333	0	0	0	0	165	0	0	0	0	0
Hax1	18.333333	0	0	0	0	0	0	165	0	0	0
Gorab	18.333333	0	0	0	0	0	0	165	0	0	0
Gng12	18.333333	0	0	0	0	165	0	0	0	0	0
Glipr2	18.333333	0	0	0	0	165	0	0	0	0	0
Dusp1	18.333333	0	0	0	0	0	0	165	0	0	0
Crkl	18.333333	0	0	0	0	0	0	165	0	0	0
Cpt1a	18.333333	0	0	0	0	0	0	165	0	0	0
Chchd3	18.333333	0	0	0	0	0	0	165	0	0	0
Atp5g2	18.333333	0	0	0	0	0	0	0	165	0	0
Zic2	18.222222	0	0	0	0	164	0	0	0	0	0
Tsen34	18.222222	0	0	0	0	0	0	164	0	0	0
Trafd1	18.222222	0	0	0	0	164	0	0	0	0	0
Stx12	18.222222	0	0	0	0	0	0	164	0	0	0
Slc35a3	18.222222	0	0	0	0	164	0	0	0	0	0
Mboat7	18.222222	0	0	0	0	0	0	164	0	0	0
Map3k14	18.222222	0	0	0	0	0	0	164	0	0	0
Iqce	18.222222	0	0	0	0	0	0	164	0	0	0
Gas2l1	18.222222	0	0	0	0	164	0	0	0	0	0
Galnt3	18.222222	0	0	0	0	164	0	0	0	0	0
Efna5	18.222222	0	0	0	0	164	0	0	0	0	0
Dab2ip	18.222222	0	0	0	0	164	0	0	0	0	0
Coro2a	18.222222	0	0	0	0	164	0	0	0	0	0
Cenpw	18.222222	0	0	0	0	0	0	164	0	0	0
Cdk17	18.222222	0	0	0	0	164	0	0	0	0	0
Bri3bp	18.222222	0	0	0	0	164	0	0	0	0	0
Brat1	18.222222	0	0	0	0	0	0	164	0	0	0
B3galt1	18.222222	0	0	0	0	164	0	0	0	0	0
Akap8	18.222222	0	0	0	0	0	0	164	0	0	0
Tsr1	18.111111	0	0	0	0	163	0	0	0	0	0
Tns3	18.111111	0	0	0	0	163	0	0	0	0	0
Sgsm2	18.111111	0	0	0	0	163	0	0	0	0	0
Ralgapa2	18.111111	0	0	0	0	0	0	163	0	0	0
Ptbp3	18.111111	0	0	0	0	163	0	0	0	0	0
Lbhd1	18.111111	0	0	0	0	0	0	163	0	0	0
Kat8	18.111111	0	0	0	0	0	0	163	0	0	0
Faf1	18.111111	0	0	0	0	163	0	0	0	0	0
Cxcl13	18.111111	0	0	0	0	0	0	163	0	0	0
Ctnna3	18.111111	0	0	0	0	0	0	163	0	0	0
1810009A15Rik	18.111111	0	0	0	0	0	0	163	0	0	0
Zmat2	18.000000	0	0	0	0	0	0	162	0	0	0
Snta1	18.000000	0	0	0	0	162	0	0	0	0	0
Saal1	18.000000	0	0	0	0	0	0	162	0	0	0
Saa3	18.000000	0	0	0	0	0	0	162	0	0	0
Rab4a	18.000000	0	0	0	0	162	0	0	0	0	0
Prkar2a	18.000000	0	0	0	0	162	0	0	0	0	0
Pole3	18.000000	0	0	0	0	0	0	162	0	0	0
Pitpna	18.000000	0	0	0	0	0	162	0	0	0	0
Obi1	18.000000	0	0	0	0	0	0	162	0	0	0
Macf1	18.000000	0	0	0	0	162	0	0	0	0	0
L3mbtl3	18.000000	0	0	0	0	162	0	0	0	0	0
Klhl25	18.000000	0	0	0	0	0	0	162	0	0	0
Grpel1	18.000000	0	0	0	0	0	0	162	0	0	0
Furin	18.000000	0	0	0	0	162	0	0	0	0	0
Crim1	18.000000	0	0	0	0	162	0	0	0	0	0
Cnih4	18.000000	0	0	0	0	162	0	0	0	0	0
Alad	18.000000	0	0	0	0	0	0	162	0	0	0
Abhd2	18.000000	0	0	0	0	0	0	162	0	0	0
4933430I17Rik	18.000000	0	0	0	0	0	0	162	0	0	0
Uxt	17.888889	0	0	0	0	0	0	161	0	0	0
Stard9	17.888889	0	0	0	0	0	0	161	0	0	0
Shroom3	17.888889	0	0	0	0	161	0	0	0	0	0
Rora	17.888889	0	0	0	0	161	0	0	0	0	0
Pan3	17.888889	0	0	0	0	161	0	0	0	0	0
Nomo1	17.888889	0	0	0	0	161	0	0	0	0	0
Igf1r	17.888889	0	0	0	0	161	0	0	0	0	0
Ice1	17.888889	0	0	0	0	161	0	0	0	0	0
Fer	17.888889	0	0	0	0	161	0	0	0	0	0
Elovl4	17.888889	0	0	0	0	161	0	0	0	0	0
Dpy30	17.888889	0	0	0	0	0	0	161	0	0	0
Cpne2	17.888889	0	0	0	0	161	0	0	0	0	0
Cibar1	17.888889	0	0	0	0	161	0	0	0	0	0
Abcc6	17.888889	0	0	0	0	161	0	0	0	0	0
6430548M08Rik	17.888889	0	0	0	0	161	0	0	0	0	0
Thyn1	17.777778	0	0	0	0	0	0	160	0	0	0
Selenos	17.777778	0	0	0	0	0	0	160	0	0	0
Rps13	17.777778	0	0	0	0	160	0	0	0	0	0
Rpf1	17.777778	0	0	0	0	160	0	0	0	0	0
Ptpn3	17.777778	0	0	0	0	160	0	0	0	0	0
Nab1	17.777778	0	0	0	0	160	0	0	0	0	0
Kif5b	17.777778	0	0	0	0	0	0	160	0	0	0
Irx2	17.777778	0	0	0	0	160	0	0	0	0	0
Fam219b	17.777778	0	0	0	0	0	0	160	0	0	0
Blvra	17.777778	0	0	0	0	0	0	160	0	0	0
Acad8	17.777778	0	0	0	0	0	0	160	0	0	0
Ybx2	17.666667	0	0	0	0	159	0	0	0	0	0
Tsc2	17.666667	0	0	0	0	0	0	159	0	0	0
Trp53rka	17.666667	0	0	0	0	159	0	0	0	0	0
Top2b	17.666667	0	0	0	0	159	0	0	0	0	0
Tmem198b	17.666667	0	0	0	0	0	0	159	0	0	0
Tmem144	17.666667	0	0	0	0	0	0	159	0	0	0
Tmc5	17.666667	0	0	0	0	0	0	159	0	0	0
Tamm41	17.666667	0	0	0	0	0	0	159	0	0	0
Srebf2	17.666667	0	0	0	0	159	0	0	0	0	0
Spag8	17.666667	0	0	0	0	0	0	159	0	0	0
Snrnp25	17.666667	0	0	0	0	0	0	159	0	0	0
Slc30a4	17.666667	0	0	0	0	159	0	0	0	0	0
Pwp1	17.666667	0	0	0	0	0	0	159	0	0	0
Ppp2r1b	17.666667	0	0	0	0	0	0	159	0	0	0
Piga	17.666667	0	0	0	0	0	0	159	0	0	0
Olfr552	17.666667	0	0	0	0	0	0	159	0	0	0
Nubpl	17.666667	0	0	0	0	0	0	159	0	0	0
Nthl1	17.666667	0	0	0	0	0	0	159	0	0	0
Nkap	17.666667	0	0	0	0	0	0	159	0	0	0
Neurl2	17.666667	0	0	0	0	0	0	159	0	0	0
Naprt	17.666667	0	0	0	0	0	0	159	0	0	0
Il9r	17.666667	0	0	0	0	0	0	159	0	0	0
Hint2	17.666667	0	0	0	0	0	0	159	0	0	0
Gpr84	17.666667	0	0	0	0	0	0	159	0	0	0
Gpaa1	17.666667	0	0	0	0	0	0	159	0	0	0
Exosc4	17.666667	0	0	0	0	0	0	159	0	0	0
Dnajc14	17.666667	0	0	0	0	0	0	159	0	0	0
Dap	17.666667	0	0	0	0	0	0	159	0	0	0
Ctsa	17.666667	0	0	0	0	0	0	159	0	0	0
Chrnb1	17.666667	0	0	0	0	0	0	159	0	0	0
Arhgap27	17.666667	0	0	0	0	0	0	159	0	0	0
Zzef1	17.555556	0	0	0	0	0	0	158	0	0	0
Wscd1	17.555556	0	0	0	0	158	0	0	0	0	0
Trappc12	17.555556	0	0	0	0	0	0	158	0	0	0
Traf7	17.555556	0	0	0	0	0	0	158	0	0	0
Tigd2	17.555556	0	0	0	0	158	0	0	0	0	0
Slc35a5	17.555556	0	0	0	0	158	0	0	0	0	0
Sema6b	17.555556	0	0	0	0	158	0	0	0	0	0
Sall4	17.555556	0	0	0	0	158	0	0	0	0	0
Rab22a	17.555556	0	0	0	0	158	0	0	0	0	0
Mios	17.555556	0	0	0	0	158	0	0	0	0	0
Meis1	17.555556	0	0	0	0	0	0	158	0	0	0
Lamb2	17.555556	0	0	0	0	0	0	0	158	0	0
Igf2r	17.555556	0	0	0	0	158	0	0	0	0	0
Herc6	17.555556	0	0	0	0	0	0	158	0	0	0
Hdgfl3	17.555556	0	0	0	0	158	0	0	0	0	0
Fsd1l	17.555556	0	0	0	0	158	0	0	0	0	0
Fndc3b	17.555556	0	0	0	0	158	0	0	0	0	0
Eipr1	17.555556	0	0	0	0	0	0	158	0	0	0
Ece1	17.555556	0	0	0	0	158	0	0	0	0	0
Dnpep	17.555556	0	0	0	0	0	0	158	0	0	0
Dnaja4	17.555556	0	0	0	0	158	0	0	0	0	0
Cyb5d2	17.555556	0	0	0	0	0	0	158	0	0	0
Cnnm2	17.555556	0	0	0	0	158	0	0	0	0	0
Atg3	17.555556	0	0	0	0	158	0	0	0	0	0
