Target_genes	Prdm15|Average	SRX5299924|E6.5_embryos	SRX1301547|ES_cells	SRX2754629|ES_cells	SRX2754630|ES_cells	SRX2754632|ES_cells	SRX2754633|ES_cells	SRX2754635|ES_cells	SRX2754636|ES_cells	SRX5379469|ES_cells	STRING
Zbtb32	78.111111	0	0	327	275	0	0	0	0	101	0
Tbx21	78.111111	0	0	184	188	135	100	0	0	96	0
Steap2	78.111111	0	0	161	151	134	166	0	0	91	0
Socs6	78.111111	0	0	225	197	152	129	0	0	0	0
Ryr3	78.111111	0	0	250	222	117	114	0	0	0	0
Rnf115	78.111111	0	0	147	157	176	156	0	0	67	0
Ripk2	78.111111	0	0	248	170	162	123	0	0	0	0
Ppp1r12c	78.111111	0	115	93	0	144	182	0	0	169	0
Polr3c	78.111111	0	0	147	157	176	156	0	0	67	0
Nt5dc3	78.111111	0	0	251	184	150	118	0	0	0	0
Nfe2	78.111111	0	0	167	164	202	90	80	0	0	0
Lor	78.111111	0	0	161	231	100	119	0	0	92	0
Lamtor5	78.111111	0	0	175	207	171	150	0	0	0	0
Kri1	78.111111	0	0	212	235	145	111	0	0	0	0
Kmt2b	78.111111	0	0	327	275	0	0	0	0	101	0
Hps5	78.111111	0	0	160	215	151	177	0	0	0	0
Gtf2h1	78.111111	0	0	160	215	151	177	0	0	0	0
Gm2832	78.111111	0	0	186	224	188	105	0	0	0	0
Galnt11	78.111111	0	0	136	189	213	165	0	0	0	0
Cdkn2d	78.111111	0	0	212	235	145	111	0	0	0	0
Cbx2	78.111111	0	0	132	126	172	139	0	0	134	0
Aggf1	78.111111	0	0	183	220	144	156	0	0	0	0
Uba5	78.000000	0	0	156	238	152	156	0	0	0	0
Tns1	78.000000	0	0	166	210	122	93	0	0	111	0
Sobp	78.000000	0	0	231	150	124	112	0	0	85	0
Rufy4	78.000000	0	0	166	210	122	93	0	0	111	0
Rhebl1	78.000000	0	0	257	144	110	126	65	0	0	0
Rfc5	78.000000	0	0	151	158	239	154	0	0	0	0
Rell1	78.000000	0	0	179	174	148	201	0	0	0	0
Mob4	78.000000	0	0	160	156	185	201	0	0	0	0
Gid8	78.000000	0	0	150	131	157	171	93	0	0	0
Gcgr	78.000000	0	0	130	137	179	78	91	0	87	0
Cited4	78.000000	0	0	227	164	113	134	0	64	0	0
Bricd5	78.000000	0	0	110	164	118	198	0	0	112	0
Acad11	78.000000	0	0	156	238	152	156	0	0	0	0
Uros	77.888889	0	0	167	231	141	162	0	0	0	0
Tsfm	77.888889	0	0	164	136	147	153	101	0	0	0
Traf6	77.888889	0	0	167	194	180	160	0	0	0	0
Tmem35b	77.888889	0	0	205	181	202	113	0	0	0	0
Tamm41	77.888889	0	0	205	142	152	202	0	0	0	0
Rwdd2a	77.888889	0	0	188	174	197	142	0	0	0	0
Rsph1	77.888889	0	0	239	216	113	133	0	0	0	0
Rrad	77.888889	0	0	140	127	170	146	118	0	0	0
Prkacb	77.888889	0	0	126	158	203	214	0	0	0	0
Ppp4r3b	77.888889	0	0	89	145	128	339	0	0	0	0
Pole4	77.888889	0	0	184	173	156	188	0	0	0	0
Pnrc1	77.888889	0	0	226	192	161	122	0	0	0	0
Plekhd1	77.888889	0	0	146	213	191	151	0	0	0	0
Pgm3	77.888889	0	0	188	174	197	142	0	0	0	0
Pde9a	77.888889	0	0	153	151	112	223	62	0	0	0
Fkbpl	77.888889	0	357	87	0	139	118	0	0	0	0
Dpy30	77.888889	0	0	135	189	148	144	0	85	0	0
Col5a1	77.888889	0	0	230	207	124	140	0	0	0	0
Bloc1s5	77.888889	0	0	187	145	213	156	0	0	0	0
Bccip	77.888889	0	0	167	231	141	162	0	0	0	0
Atf6b	77.888889	0	357	87	0	139	118	0	0	0	0
0610010F05Rik	77.888889	0	0	202	136	185	178	0	0	0	0
Ube2j2	77.777778	0	0	155	0	245	300	0	0	0	0
Tmem230	77.777778	0	0	200	86	163	163	88	0	0	0
Taf15	77.777778	0	0	123	124	265	188	0	0	0	0
Spag9	77.777778	0	0	124	172	119	139	0	0	146	0
Prr13	77.777778	0	307	148	245	0	0	0	0	0	0
Pigh	77.777778	0	0	165	155	218	162	0	0	0	0
Nags	77.777778	0	0	238	275	106	0	0	0	81	0
Moxd1	77.777778	0	0	121	150	210	219	0	0	0	0
Map7d1	77.777778	0	0	151	190	126	127	0	0	106	0
Htra3	77.777778	0	0	174	165	163	198	0	0	0	0
Fbxo47	77.777778	0	0	221	170	145	164	0	0	0	0
Ccdc9	77.777778	0	0	131	171	82	87	0	0	229	0
Asic1	77.777778	0	0	179	198	120	100	0	0	103	0
Apcdd1	77.777778	0	0	163	135	173	112	0	0	117	0
Abhd4	77.777778	0	0	188	123	193	101	95	0	0	0
Zfp623	77.666667	0	0	159	167	162	143	68	0	0	0
Smn1	77.666667	0	0	147	173	151	228	0	0	0	0
Sft2d1	77.666667	0	0	208	185	155	151	0	0	0	0
Rbm19	77.666667	0	0	186	213	139	161	0	0	0	0
Prdx3	77.666667	0	0	189	104	239	167	0	0	0	0
Plekhg2	77.666667	0	0	226	318	0	0	0	0	155	0
Pdik1l	77.666667	0	0	200	176	189	134	0	0	0	0
Papolg	77.666667	0	0	225	120	171	183	0	0	0	0
Nip7	77.666667	0	0	144	161	193	143	0	58	0	0
Hpgd	77.666667	0	0	230	187	157	125	0	0	0	0
H2bc4	77.666667	0	0	167	182	169	181	0	0	0	0
H2ac6	77.666667	0	0	167	182	169	181	0	0	0	0
Gprin3	77.666667	0	0	157	216	132	194	0	0	0	0
Fancl	77.666667	0	0	217	195	140	147	0	0	0	0
Faf2	77.666667	0	0	157	128	157	257	0	0	0	0
Cog8	77.666667	0	0	144	161	193	143	0	58	0	0
Anln	77.666667	0	0	215	141	178	165	0	0	0	0
Aig1	77.666667	0	0	155	142	165	144	0	0	93	0
Abraxas2	77.666667	0	0	146	95	176	205	77	0	0	0
Zup1	77.555556	0	0	178	162	211	147	0	0	0	0
Ube2i	77.555556	0	0	119	136	228	215	0	0	0	0
Txnl4b	77.555556	0	0	197	280	102	119	0	0	0	0
Tpgs2	77.555556	0	0	137	233	125	203	0	0	0	0
Suox	77.555556	0	0	137	170	119	116	81	75	0	0
Senp7	77.555556	0	0	228	153	125	192	0	0	0	0
Rnf225	77.555556	0	0	113	154	150	219	0	62	0	0
Pus3	77.555556	0	0	178	113	192	215	0	0	0	0
Prkab2	77.555556	0	0	183	107	134	131	0	0	143	0
Plau	77.555556	0	0	176	104	178	137	103	0	0	0
Nid1	77.555556	0	0	273	271	154	0	0	0	0	0
Mall	77.555556	0	0	121	201	194	111	0	71	0	0
Kdm4c	77.555556	0	0	174	170	149	205	0	0	0	0
Ism2	77.555556	0	0	172	172	127	152	75	0	0	0
Hes3	77.555556	0	475	0	0	116	107	0	0	0	0
Eea1	77.555556	0	0	214	115	206	163	0	0	0	0
Echdc3	77.555556	0	0	192	162	192	152	0	0	0	0
Dhx38	77.555556	0	0	197	280	102	119	0	0	0	0
Ddx25	77.555556	0	0	178	113	192	215	0	0	0	0
Cldn7	77.555556	0	0	190	212	155	141	0	0	0	0
Cdc42	77.555556	0	0	149	145	188	216	0	0	0	0
AW554918	77.555556	0	0	137	233	125	203	0	0	0	0
Tasor2	77.444444	0	0	229	163	176	129	0	0	0	0
Sub1	77.444444	0	0	117	150	141	171	118	0	0	0
Rusc2	77.444444	0	0	121	231	182	163	0	0	0	0
Pdia4	77.444444	0	0	117	184	165	150	0	81	0	0
Mrpl40	77.444444	0	0	244	159	176	118	0	0	0	0
Ireb2	77.444444	0	0	158	160	233	146	0	0	0	0
Hira	77.444444	0	0	244	159	176	118	0	0	0	0
Gm3488	77.444444	0	0	206	285	98	108	0	0	0	0
Fam102b	77.444444	0	0	105	149	225	218	0	0	0	0
Exoc3	77.444444	0	0	117	202	147	231	0	0	0	0
Dusp12	77.444444	0	0	237	155	145	160	0	0	0	0
Actn1	77.444444	0	0	272	202	122	101	0	0	0	0
Acp6	77.444444	0	0	239	173	175	110	0	0	0	0
Tafa3	77.333333	0	0	199	255	87	93	62	0	0	0
Smap2	77.333333	0	0	182	132	108	183	0	0	91	0
Slc25a42	77.333333	0	0	229	131	143	110	0	83	0	0
Rps27l	77.333333	0	0	237	228	126	105	0	0	0	0
Rapgef5	77.333333	0	0	176	230	129	161	0	0	0	0
Ptpn23	77.333333	0	0	127	247	180	142	0	0	0	0
Ppm1j	77.333333	0	0	199	255	87	93	62	0	0	0
Hdhd2	77.333333	0	0	209	164	146	177	0	0	0	0
Fgf20	77.333333	0	0	169	262	0	147	118	0	0	0
Dok4	77.333333	0	0	202	261	0	109	0	0	124	0
Cplx3	77.333333	0	0	124	174	136	176	0	86	0	0
BC024063	77.333333	0	0	167	152	199	178	0	0	0	0
Acsf2	77.333333	0	0	198	177	185	136	0	0	0	0
Zfp217	77.222222	0	0	209	232	111	143	0	0	0	0
Urb2	77.222222	0	0	133	200	180	182	0	0	0	0
Tuba3a	77.222222	0	0	177	237	153	128	0	0	0	0
Tbc1d5	77.222222	0	0	157	191	193	154	0	0	0	0
Taf5l	77.222222	0	0	133	200	180	182	0	0	0	0
Slc41a2	77.222222	0	0	220	201	145	129	0	0	0	0
Saraf	77.222222	0	0	184	104	124	172	111	0	0	0
Rtn1	77.222222	0	0	187	162	140	206	0	0	0	0
Rnasel	77.222222	0	389	0	0	0	0	0	0	306	0
Rc3h1	77.222222	0	0	208	172	185	130	0	0	0	0
Numa1	77.222222	0	0	206	200	135	154	0	0	0	0
Kdm2a	77.222222	0	0	165	157	130	147	0	0	96	0
Il17ra	77.222222	0	0	158	127	164	146	0	0	100	0
Fndc3a	77.222222	0	0	242	166	144	143	0	0	0	0
Epb41l4b	77.222222	0	0	112	199	165	119	0	0	100	0
Ccna1	77.222222	0	0	191	247	162	95	0	0	0	0
Bzw1	77.222222	0	0	122	183	140	180	70	0	0	0
Rtf1	77.111111	0	0	129	109	163	165	0	128	0	0
Rnf214	77.111111	0	0	123	126	146	129	0	58	112	0
Rnf138	77.111111	0	0	178	137	172	135	0	72	0	0
Ranbp9	77.111111	0	0	198	228	154	114	0	0	0	0
Pcsk7	77.111111	0	0	123	126	146	129	0	58	112	0
Nudt10	77.111111	0	0	228	171	85	79	0	0	131	0
Mlph	77.111111	0	0	206	219	165	104	0	0	0	0
Hsf2bp	77.111111	0	0	137	189	228	140	0	0	0	0
Fndc3b	77.111111	0	0	136	176	129	145	0	0	108	0
Etfa	77.111111	0	0	159	199	140	196	0	0	0	0
Dnmt1	77.111111	0	0	214	189	157	134	0	0	0	0
Zfp740	77.000000	0	0	193	139	199	162	0	0	0	0
Zfp354a	77.000000	0	0	117	157	134	199	0	86	0	0
Ubiad1	77.000000	0	0	178	170	139	206	0	0	0	0
Sos2	77.000000	0	0	142	178	201	172	0	0	0	0
Smurf2	77.000000	0	0	183	118	154	126	0	0	112	0
Smpdl3b	77.000000	0	0	175	173	213	132	0	0	0	0
Sec22a	77.000000	0	0	183	167	196	147	0	0	0	0
Pofut1	77.000000	0	0	142	128	124	125	87	87	0	0
Plagl2	77.000000	0	0	142	128	124	125	87	87	0	0
Pdpk1	77.000000	0	0	104	225	175	189	0	0	0	0
Pcdhgc5	77.000000	0	0	281	184	113	115	0	0	0	0
Ogdh	77.000000	0	0	172	157	207	157	0	0	0	0
Ndst3	77.000000	0	0	332	361	0	0	0	0	0	0
Mtor	77.000000	0	0	178	170	139	206	0	0	0	0
Iqcc	77.000000	0	179	90	0	200	95	129	0	0	0
Hbs1l	77.000000	0	0	261	107	131	194	0	0	0	0
Csad	77.000000	0	0	193	139	199	162	0	0	0	0
Ccbe1	77.000000	0	0	180	106	178	168	0	61	0	0
C87436	77.000000	0	0	205	124	149	215	0	0	0	0
Acot5	77.000000	0	0	189	139	179	186	0	0	0	0
Rps24	76.888889	0	0	103	161	155	138	135	0	0	0
Rnf10	76.888889	0	0	190	167	140	107	0	88	0	0
Rgs9	76.888889	0	0	119	148	137	162	126	0	0	0
Ptbp3	76.888889	0	0	156	215	175	146	0	0	0	0
Prr5l	76.888889	0	0	202	238	123	129	0	0	0	0
Popdc3	76.888889	0	0	246	136	154	156	0	0	0	0
Polr3a	76.888889	0	0	103	161	155	138	135	0	0	0
Mtrr	76.888889	0	0	152	193	128	98	0	0	121	0
Mtr	76.888889	0	0	156	157	125	162	92	0	0	0
Map3k8	76.888889	0	0	230	152	178	132	0	0	0	0
Lrrc8e	76.888889	0	0	192	235	149	0	0	116	0	0
Lamp2	76.888889	0	0	246	374	0	72	0	0	0	0
Gm14305	76.888889	0	0	246	132	167	147	0	0	0	0
Gcfc2	76.888889	0	0	194	266	127	105	0	0	0	0
Fastkd3	76.888889	0	0	152	193	128	98	0	0	121	0
Efcc1	76.888889	0	0	216	148	114	144	70	0	0	0
Ccdc3	76.888889	0	0	183	178	154	177	0	0	0	0
Bhlha9	76.888889	0	0	117	135	190	144	0	106	0	0
Anxa7	76.888889	0	0	126	129	166	200	71	0	0	0
Tnfrsf1b	76.777778	0	0	141	155	210	97	88	0	0	0
Tarbp1	76.777778	0	0	129	164	150	153	0	95	0	0
Sgcz	76.777778	0	0	164	168	128	143	88	0	0	0
Rpusd4	76.777778	0	0	191	123	191	186	0	0	0	0
Rpl14	76.777778	0	0	136	167	142	175	0	71	0	0
Lrrc27	76.777778	0	0	216	175	105	195	0	0	0	0
Htr5a	76.777778	0	0	198	308	86	99	0	0	0	0
Fam118b	76.777778	0	0	191	123	191	186	0	0	0	0
Eef1akmt1	76.777778	0	0	117	173	234	167	0	0	0	0
Defa30	76.777778	0	0	181	188	147	90	85	0	0	0
Tle4	76.666667	0	0	177	161	162	190	0	0	0	0
Sfxn1	76.666667	0	0	158	190	167	175	0	0	0	0
Rhbdd2	76.666667	0	0	115	168	157	169	81	0	0	0
Rai1	76.666667	0	0	197	243	135	115	0	0	0	0
Psmd1	76.666667	0	0	157	169	115	249	0	0	0	0
Papss2	76.666667	0	0	201	176	185	128	0	0	0	0
Nin	76.666667	0	0	131	128	139	188	0	0	104	0
Mcam	76.666667	0	0	172	120	126	80	0	0	192	0
Maoa	76.666667	0	0	212	296	81	0	0	0	101	0
H2ax	76.666667	0	0	123	125	159	150	0	0	133	0
Gpr89	76.666667	0	0	136	173	193	188	0	0	0	0
Gm3739	76.666667	0	0	172	176	111	130	0	0	101	0
Fxyd6	76.666667	0	0	241	285	0	164	0	0	0	0
Fstl4	76.666667	0	0	223	157	152	158	0	0	0	0
Fam71e1	76.666667	0	0	278	239	105	68	0	0	0	0
Emc10	76.666667	0	0	278	239	105	68	0	0	0	0
Eef1akmt4-ece2	76.666667	0	0	159	171	210	150	0	0	0	0
Eef1akmt4	76.666667	0	0	159	171	210	150	0	0	0	0
Dync1i2	76.666667	0	0	150	204	154	182	0	0	0	0
Arhgap10	76.666667	0	0	134	211	127	121	0	0	97	0
Alg3	76.666667	0	0	159	171	210	150	0	0	0	0
Adcy7	76.666667	0	0	176	155	173	116	70	0	0	0
Zfp748	76.555556	0	0	146	206	219	118	0	0	0	0
Tra2b	76.555556	0	0	123	159	133	175	99	0	0	0
Tpt1	76.555556	0	0	157	244	151	137	0	0	0	0
Timm8b	76.555556	0	0	105	245	134	113	92	0	0	0
Sox2	76.555556	0	0	156	172	136	126	99	0	0	0
Sdhd	76.555556	0	0	105	245	134	113	92	0	0	0
Scfd2	76.555556	0	0	160	292	117	120	0	0	0	0
Ppp1cb	76.555556	0	0	174	190	147	178	0	0	0	0
Pdzd8	76.555556	0	0	152	177	141	134	0	0	85	0
Ncbp3	76.555556	0	0	235	151	170	133	0	0	0	0
Nasp	76.555556	0	0	192	154	161	182	0	0	0	0
Myo1d	76.555556	0	0	184	183	138	184	0	0	0	0
Morc2a	76.555556	0	0	200	174	166	149	0	0	0	0
Itpka	76.555556	0	0	187	182	118	112	0	0	90	0
Ints13	76.555556	0	0	160	204	143	182	0	0	0	0
Fip1l1	76.555556	0	0	160	292	117	120	0	0	0	0
Fgfr1op2	76.555556	0	0	160	204	143	182	0	0	0	0
E2f3	76.555556	0	0	179	171	93	77	0	0	169	0
Cd24a	76.555556	0	0	172	182	138	130	0	67	0	0
Atp6v1c2	76.555556	0	0	235	190	141	123	0	0	0	0
Znrf2	76.444444	0	0	222	157	145	164	0	0	0	0
Vti1b	76.444444	0	0	154	143	202	189	0	0	0	0
Ticrr	76.444444	0	0	171	102	158	181	76	0	0	0
Tdh	76.444444	0	0	222	177	177	112	0	0	0	0
Tagap1	76.444444	0	0	194	119	141	113	0	0	121	0
Stk38l	76.444444	0	0	189	161	148	190	0	0	0	0
Sncaip	76.444444	0	0	224	210	125	129	0	0	0	0
Slc37a2	76.444444	0	0	205	162	188	133	0	0	0	0
Sgpl1	76.444444	0	0	164	196	102	117	0	0	109	0
Sbspon	76.444444	0	0	177	123	179	209	0	0	0	0
Rnf34	76.444444	0	0	121	172	160	159	76	0	0	0
Rcn2	76.444444	0	0	187	196	147	158	0	0	0	0
Rad50	76.444444	0	0	157	178	223	130	0	0	0	0
Pitpnb	76.444444	0	0	200	155	164	169	0	0	0	0
Pcbp2	76.444444	0	0	107	207	219	155	0	0	0	0
Myod1	76.444444	0	0	248	181	122	137	0	0	0	0
Mtfmt	76.444444	0	0	174	254	150	110	0	0	0	0
Insig1	76.444444	0	0	159	173	195	161	0	0	0	0
Ino80	76.444444	0	0	158	176	133	142	0	79	0	0
Gpn3	76.444444	0	0	193	184	173	138	0	0	0	0
Gm7102	76.444444	0	0	126	249	127	186	0	0	0	0
Fam216a	76.444444	0	0	193	184	173	138	0	0	0	0
Etv5	76.444444	0	0	138	164	149	170	67	0	0	0
Dyrk3	76.444444	0	0	207	183	178	120	0	0	0	0
Disp2	76.444444	0	0	231	235	123	99	0	0	0	0
Cyb5r2	76.444444	0	0	270	251	167	0	0	0	0	0
Casr	76.444444	0	0	201	196	164	127	0	0	0	0
Armc1	76.444444	0	0	136	217	178	157	0	0	0	0
Uck2	76.333333	0	0	162	139	121	109	0	0	156	0
Srsf5	76.333333	0	0	168	186	196	137	0	0	0	0
Srp14	76.333333	0	0	182	139	188	178	0	0	0	0
Slc38a10	76.333333	0	0	275	92	170	150	0	0	0	0
Rps8	76.333333	0	0	163	118	220	186	0	0	0	0
Mfsd6	76.333333	0	0	164	147	153	144	0	0	79	0
Iqcb1	76.333333	0	0	170	201	151	165	0	0	0	0
Gjc1	76.333333	0	0	160	168	145	105	0	0	109	0
Fgf2	76.333333	0	0	168	140	171	105	103	0	0	0
Fer	76.333333	0	0	133	176	160	158	60	0	0	0
Eefsec	76.333333	0	0	123	145	202	217	0	0	0	0
Eaf2	76.333333	0	0	170	201	151	165	0	0	0	0
Dusp7	76.333333	0	0	199	219	0	112	0	0	157	0
Ceacam2	76.333333	0	0	136	108	196	76	171	0	0	0
Acad9	76.333333	0	0	136	162	211	178	0	0	0	0
Wdr93	76.222222	0	0	175	166	170	175	0	0	0	0
Usp42	76.222222	0	0	112	186	123	163	0	0	102	0
Timm21	76.222222	0	0	89	131	253	127	86	0	0	0
Tapt1	76.222222	0	0	213	139	158	176	0	0	0	0
Rev1	76.222222	0	0	145	156	160	122	0	0	103	0
Ppp6r3	76.222222	0	0	132	158	214	82	0	0	100	0
Ppp1r27	76.222222	0	0	169	147	176	103	0	0	91	0
Polm	76.222222	0	0	172	228	135	151	0	0	0	0
Pex11a	76.222222	0	0	175	166	170	175	0	0	0	0
Nucb2	76.222222	0	0	173	182	112	145	0	74	0	0
Myo5a	76.222222	0	0	171	155	149	211	0	0	0	0
Mcrip1	76.222222	0	0	169	147	176	103	0	0	91	0
Hps6	76.222222	0	0	182	265	163	76	0	0	0	0
Fbxo15	76.222222	0	0	89	131	253	127	86	0	0	0
Efhd1	76.222222	0	0	139	167	157	136	87	0	0	0
Chst7	76.222222	0	0	273	218	86	109	0	0	0	0
Armh4	76.222222	0	0	157	217	165	147	0	0	0	0
Stub1	76.111111	0	0	241	332	0	0	0	0	112	0
Slirp	76.111111	0	0	167	152	159	124	0	83	0	0
Rpl36al	76.111111	0	0	132	176	145	132	0	100	0	0
Rhbdl1	76.111111	0	0	241	332	0	0	0	0	112	0
Ralgps1	76.111111	0	0	128	215	180	162	0	0	0	0
Pigw	76.111111	0	0	149	154	109	168	0	0	105	0
Pick1	76.111111	0	0	122	134	117	138	61	113	0	0
Nrp	76.111111	0	0	167	152	159	124	0	83	0	0
Niban3	76.111111	0	0	195	183	127	118	62	0	0	0
Myo19	76.111111	0	0	149	154	109	168	0	0	105	0
Mgat2	76.111111	0	0	132	176	145	132	0	100	0	0
Lvrn	76.111111	0	0	148	249	148	140	0	0	0	0
Kdm3b	76.111111	0	0	105	133	129	207	0	0	111	0
Jmjd8	76.111111	0	0	241	332	0	0	0	0	112	0
Isy1	76.111111	0	0	184	184	166	151	0	0	0	0
Gemin4	76.111111	0	0	157	203	167	158	0	0	0	0
Galnt13	76.111111	0	0	133	157	199	196	0	0	0	0
Fst	76.111111	0	0	206	237	122	120	0	0	0	0
Fbxo8	76.111111	0	0	166	192	164	163	0	0	0	0
Fbxo28	76.111111	0	0	195	151	183	156	0	0	0	0
Fbl	76.111111	0	0	135	165	241	144	0	0	0	0
Endod1	76.111111	0	0	164	202	201	118	0	0	0	0
Dpf3	76.111111	0	0	319	138	125	103	0	0	0	0
Dbil5	76.111111	0	0	157	203	167	158	0	0	0	0
Ctps	76.111111	0	0	171	246	126	142	0	0	0	0
Cep44	76.111111	0	0	166	192	164	163	0	0	0	0
Cep135	76.111111	0	0	177	149	154	205	0	0	0	0
Calhm6	76.111111	0	0	186	171	211	117	0	0	0	0
Alkbh1	76.111111	0	0	167	152	159	124	0	83	0	0
Zfp408	76.000000	0	0	190	250	130	114	0	0	0	0
Sin3a	76.000000	0	0	111	196	146	109	0	0	122	0
Sgsm3	76.000000	0	0	88	208	231	157	0	0	0	0
Paqr3	76.000000	0	0	157	162	90	181	94	0	0	0
Pank3	76.000000	0	0	192	140	139	123	0	0	90	0
Matr3	76.000000	0	0	137	146	170	231	0	0	0	0
Litaf	76.000000	0	0	119	153	123	89	103	0	97	0
Katna1	76.000000	0	0	80	123	303	178	0	0	0	0
Gcn1	76.000000	0	0	120	103	187	193	0	0	81	0
Fam98b	76.000000	0	0	167	171	187	159	0	0	0	0
Fam20a	76.000000	0	0	231	207	96	150	0	0	0	0
Crh	76.000000	0	0	123	267	113	181	0	0	0	0
Crebzf	76.000000	0	0	216	170	178	120	0	0	0	0
Cfl2	76.000000	0	0	182	180	123	140	0	59	0	0
Cd302	76.000000	0	0	242	142	117	97	86	0	0	0
B9d1	76.000000	0	0	107	95	207	275	0	0	0	0
Alk	76.000000	0	0	230	185	197	72	0	0	0	0
Zfand4	75.888889	0	0	196	228	172	87	0	0	0	0
Ythdc1	75.888889	0	0	145	173	192	173	0	0	0	0
Srrm1	75.888889	0	0	119	194	141	110	119	0	0	0
Rcbtb2	75.888889	0	0	152	170	175	186	0	0	0	0
Prickle2	75.888889	0	0	145	152	227	159	0	0	0	0
Polr3g	75.888889	0	0	184	185	164	150	0	0	0	0
Pkp1	75.888889	0	0	152	120	121	124	95	71	0	0
Ostc	75.888889	0	0	136	162	211	174	0	0	0	0
Neil3	75.888889	0	0	246	162	118	157	0	0	0	0
Ndc1	75.888889	0	0	123	196	199	165	0	0	0	0
Msc	75.888889	0	0	164	194	151	86	0	0	88	0
Mier1	75.888889	0	0	202	196	132	153	0	0	0	0
Mblac2	75.888889	0	0	184	185	164	150	0	0	0	0
Lrig2	75.888889	0	0	222	136	205	120	0	0	0	0
Keap1	75.888889	0	0	150	122	148	137	0	0	126	0
Insig2	75.888889	0	0	183	181	141	178	0	0	0	0
Hikeshi	75.888889	0	0	167	249	127	140	0	0	0	0
Heyl	75.888889	0	0	118	211	116	129	109	0	0	0
Gbe1	75.888889	0	0	141	200	179	163	0	0	0	0
Ddit4l	75.888889	0	0	133	170	253	127	0	0	0	0
Bmpr1b	75.888889	0	0	148	246	175	114	0	0	0	0
B4galnt1	75.888889	0	0	101	144	167	155	0	0	116	0
2310022B05Rik	75.888889	0	0	173	162	179	169	0	0	0	0
Wif1	75.777778	0	0	136	195	180	171	0	0	0	0
Tmem199	75.777778	0	0	122	136	179	173	0	0	72	0
Smo	75.777778	0	0	199	211	138	134	0	0	0	0
Scn1b	75.777778	0	0	214	246	0	113	0	0	109	0
Prkdc	75.777778	0	0	249	147	126	160	0	0	0	0
Poldip2	75.777778	0	0	122	136	179	173	0	0	72	0
Plk1	75.777778	0	0	206	200	120	156	0	0	0	0
Mcm4	75.777778	0	0	249	147	126	160	0	0	0	0
Hspa1l	75.777778	0	0	193	225	141	123	0	0	0	0
Fyttd1	75.777778	0	0	160	200	146	176	0	0	0	0
Fam174c	75.777778	0	0	253	235	120	74	0	0	0	0
Dram1	75.777778	0	0	108	195	178	136	0	65	0	0
B3glct	75.777778	0	0	104	196	165	135	0	0	82	0
Arfgef1	75.777778	0	0	127	256	142	157	0	0	0	0
Trim7	75.666667	0	0	164	195	194	128	0	0	0	0
Sowaha	75.666667	0	0	222	232	119	108	0	0	0	0
Smndc1	75.666667	0	0	117	163	145	179	0	77	0	0
Ralgapa1	75.666667	0	0	101	183	169	154	0	74	0	0
Pum1	75.666667	0	0	136	172	248	125	0	0	0	0
Psmg4	75.666667	0	0	163	137	157	224	0	0	0	0
Mtif3	75.666667	0	0	174	157	132	218	0	0	0	0
Mtcl1	75.666667	0	0	239	230	0	138	0	0	74	0
Mkln1	75.666667	0	0	154	218	182	127	0	0	0	0
Mad2l2	75.666667	0	0	283	161	103	134	0	0	0	0
Gpsm2	75.666667	0	0	239	188	147	107	0	0	0	0
Fem1al	75.666667	0	0	172	201	151	157	0	0	0	0
Fam214b	75.666667	0	0	235	135	87	79	0	0	145	0
Eif4g2	75.666667	0	0	170	136	138	177	0	60	0	0
Cnpy3	75.666667	0	0	164	111	196	129	0	0	81	0
Cep295	75.666667	0	0	0	124	343	214	0	0	0	0
Trim80	75.555556	0	0	262	182	96	140	0	0	0	0
Tmem237	75.555556	0	0	141	159	144	142	94	0	0	0
Stk31	75.555556	0	0	155	113	199	213	0	0	0	0
Snx5	75.555556	0	0	127	133	210	210	0	0	0	0
Scarb1	75.555556	0	0	147	220	110	134	0	69	0	0
Rimbp2	75.555556	0	0	228	273	89	90	0	0	0	0
Rere	75.555556	0	0	193	184	153	150	0	0	0	0
Rab39	75.555556	0	0	222	163	151	144	0	0	0	0
Pfdn2	75.555556	0	0	134	161	163	156	66	0	0	0
Osbpl10	75.555556	0	0	185	130	155	112	98	0	0	0
Nit1	75.555556	0	0	134	161	163	156	66	0	0	0
N4bp2l2	75.555556	0	0	167	178	163	172	0	0	0	0
Myef2	75.555556	0	0	140	190	145	205	0	0	0	0
Mgme1	75.555556	0	0	127	133	210	210	0	0	0	0
LOC102633783	75.555556	0	0	147	147	186	200	0	0	0	0
Elac1	75.555556	0	0	124	137	174	245	0	0	0	0
Ecsit	75.555556	0	0	217	103	145	126	0	89	0	0
Dkc1	75.555556	0	0	319	361	0	0	0	0	0	0
Cep164	75.555556	0	0	171	138	103	125	0	0	143	0
Cd109	75.555556	0	0	181	170	163	166	0	0	0	0
Cbln3	75.555556	0	474	0	86	120	0	0	0	0	0
Bbs5	75.555556	0	0	117	101	165	164	0	133	0	0
Snx17	75.444444	0	0	161	145	153	220	0	0	0	0
Sh3gl3	75.444444	0	182	85	119	128	165	0	0	0	0
Scn8a	75.444444	0	0	89	202	192	125	71	0	0	0
Rnf4	75.444444	0	0	175	103	164	172	65	0	0	0
Miga1	75.444444	0	0	195	207	138	139	0	0	0	0
Hba-a2	75.444444	0	0	128	222	148	181	0	0	0	0
Hba-a1	75.444444	0	0	128	222	148	181	0	0	0	0
